ASN,ORGANIZATION,SOURCE,ASOF_DATE
3597,Fundación InnovaT,PeeringDB,2024-05-23
3597,INNOVARED,PeeringDB,2024-05-23
3595,zColo Atlanta (deprecated ASN),PeeringDB,2024-05-23
200070,"CZ.NIC, z.s.p.o. (AS200070)",PeeringDB,2024-05-23
3599,Berbee Information Networks Corporation,PeeringDB,2024-05-23
3599,CDW Technologies,PeeringDB,2024-05-23
205555,VSC Technologies,PeeringDB,2024-05-23
17439,Netmagic Solutions,PeeringDB,2024-05-23
200077,Arkadin,PeeringDB,2024-05-23
3695,SPM TELECOM,PeeringDB,2024-05-23
3695,SPMT,PeeringDB,2024-05-23
38858,The Somerville Group,PeeringDB,2024-05-23
38858,ISNet,PeeringDB,2024-05-23
38858,Netfilter Pty Ltd,PeeringDB,2024-05-23
60157,Antheus Telecom Ltd,PeeringDB,2024-05-23
60157,Antheus,PeeringDB,2024-05-23
60404,LiteServer,PeeringDB,2024-05-23
60404,LiteServer B.V.,PeeringDB,2024-05-23
60150,area-7 IT-Services GmbH,PeeringDB,2024-05-23
135468,BNET ID,PeeringDB,2024-05-23
135468,BNET,PeeringDB,2024-05-23
17120,New Brunswick Education Network,PeeringDB,2024-05-23
17120,Dept. of Education and Early Childhood Development,PeeringDB,2024-05-23
52531,DL INFORMATICA,PeeringDB,2024-05-23
52531,G6 INTERNET,PeeringDB,2024-05-23
52536,D. A. SERVIÇOS DE TELECOMUNICAÇÕES,PeeringDB,2024-05-23
13329,Kansas Fiber Network,PeeringDB,2024-05-23
13329,KFN,PeeringDB,2024-05-23
38856,Walks Cloud Internet Service,PeeringDB,2024-05-23
42483,PikoNet sp. z o.o.,PeeringDB,2024-05-23
42483,PikoNet,PeeringDB,2024-05-23
36730,TRANSFORMYX,PeeringDB,2024-05-23
36731,Zip Telecom,PeeringDB,2024-05-23
36731,Server Cloud Canada - www.servercloudcanada.com,PeeringDB,2024-05-23
971,Nexril (Corporate),PeeringDB,2024-05-23
135202,Netfirre Communications,PeeringDB,2024-05-23
210118,Alexandre Girard,PeeringDB,2024-05-23
210118,SalNet,PeeringDB,2024-05-23
147018,MIAN INTERNET SERVICES,PeeringDB,2024-05-23
147018,Grace Broadband,PeeringDB,2024-05-23
205254,Valin,PeeringDB,2024-05-23
205254,Valeen,PeeringDB,2024-05-23
979,NETLAB-SDN,PeeringDB,2024-05-23
979,NetLab,PeeringDB,2024-05-23
147016,Yao Jiahao,PeeringDB,2024-05-23
147016,Bingyin Network Lab,PeeringDB,2024-05-23
203979,Gyeongtaek Kim,PeeringDB,2024-05-23
203979,Kwabang-Net,PeeringDB,2024-05-23
152426,PT Nawasena Andalan Indonesia,PeeringDB,2024-05-23
152426,Fusena,PeeringDB,2024-05-23
140839,vOffice,PeeringDB,2024-05-23
140839,LANTECH-NZ,PeeringDB,2024-05-23
135206,Bluwaves Internet Services India,PeeringDB,2024-05-23
135206,Bluwaves Internet,PeeringDB,2024-05-23
134877,Sri Vari Network Private Limited,PeeringDB,2024-05-23
134877,SRI VARI GROUPS,PeeringDB,2024-05-23
134876,KHETAN TELECOMMUNICATIONS,PeeringDB,2024-05-23
134876,KHETAN TELECOMMUNICATIONS PRIVATE LIMITED,PeeringDB,2024-05-23
47898,PAN-Telecom,PeeringDB,2024-05-23
62809,VOLT BROADBAND,PeeringDB,2024-05-23
62809,Expohl LLC,PeeringDB,2024-05-23
48652,V6Market,PeeringDB,2024-05-23
62805,xTom Fremont Legacy,PeeringDB,2024-05-23
62805,xTom,PeeringDB,2024-05-23
62807,NETARYX,PeeringDB,2024-05-23
62374,Andy Mace,PeeringDB,2024-05-23
62374,M0<UX,PeeringDB,2024-05-23
62373,Christian Singerl,PeeringDB,2024-05-23
62373,ICS,PeeringDB,2024-05-23
48659,Wide-Net,PeeringDB,2024-05-23
48659,Wide-Net ISP,PeeringDB,2024-05-23
62371,Proton AG,PeeringDB,2024-05-23
62371,ProtonMail,PeeringDB,2024-05-23
62371,ProtonVPN,PeeringDB,2024-05-23
64238,DNS-OARC,PeeringDB,2024-05-23
270727,MLG. TELECOM,PeeringDB,2024-05-23
270727,Web Connect,PeeringDB,2024-05-23
64234,VANIX Route Servers,PeeringDB,2024-05-23
64234,Vancouver Internet Exchange,PeeringDB,2024-05-23
136641,RIZWAN CABLE NETWORK,PeeringDB,2024-05-23
210542,Japan NPO G-net,PeeringDB,2024-05-23
64233,TERAMUNDI,PeeringDB,2024-05-23
64233,Teramundi,PeeringDB,2024-05-23
133613,MTel telecommunication company,PeeringDB,2024-05-23
133613,MTel,PeeringDB,2024-05-23
44712,eHAMnet,PeeringDB,2024-05-23
44716,d-hosting,PeeringDB,2024-05-23
44716,d-hosting GmbH,PeeringDB,2024-05-23
42331,Freehost,PeeringDB,2024-05-23
205801,Synalabs,PeeringDB,2024-05-23
210545,RTX-iT,PeeringDB,2024-05-23
42656,Allegro.pl,PeeringDB,2024-05-23
265530,FIBRATV,PeeringDB,2024-05-23
135477,Java Digital Nusantara,PeeringDB,2024-05-23
135477,JDN,PeeringDB,2024-05-23
42652,inexio,PeeringDB,2024-05-23
210718,FIVE CYBER HOST SECURITY,PeeringDB,2024-05-23
200781,Tampnet,PeeringDB,2024-05-23
200781,Tampnet International Carrier,PeeringDB,2024-05-23
139752,Multinetwork Cable Television,PeeringDB,2024-05-23
139752,MCTI,PeeringDB,2024-05-23
210715,Sparked Host,PeeringDB,2024-05-23
210715,Nik Rozman,PeeringDB,2024-05-23
210714,Wang Yongjin,PeeringDB,2024-05-23
135478,CBN Broadband,PeeringDB,2024-05-23
41073,Raidio Telefis Eireann,PeeringDB,2024-05-23
41073,RTE,PeeringDB,2024-05-23
59745,Datacenter One,PeeringDB,2024-05-23
59745,DC1,PeeringDB,2024-05-23
203524,DE-CIX MAPS Munich Route Servers,PeeringDB,2024-05-23
203522,FCSE / IXP.mk Upstream Services,PeeringDB,2024-05-23
59741,SinaVPS Näf,PeeringDB,2024-05-23
59741,SinaVPS,PeeringDB,2024-05-23
41075,ATW Internet Kft.,PeeringDB,2024-05-23
203521,Robert Beardsley,PeeringDB,2024-05-23
3728,LightEdge Onramp Access,PeeringDB,2024-05-23
48039,KGT new media,PeeringDB,2024-05-23
48039,KGT,PeeringDB,2024-05-23
264912,ATInfo Telecom,PeeringDB,2024-05-23
264913,GOOFIBER TELECOM,PeeringDB,2024-05-23
264913,264913,PeeringDB,2024-05-23
10474,"Optinet, South Africa",PeeringDB,2024-05-23
10474,MWEB,PeeringDB,2024-05-23
10474,NETACTIVE,PeeringDB,2024-05-23
10474,Tiscali South Africa,PeeringDB,2024-05-23
53667,FranTech Solutions,PeeringDB,2024-05-23
139907,PARSA TELECOMMUNICATION,PeeringDB,2024-05-23
139907,PTC,PeeringDB,2024-05-23
53668,ExperiencePoint,PeeringDB,2024-05-23
397540,Windscribe,PeeringDB,2024-05-23
198385,AlpineDC,PeeringDB,2024-05-23
29278,Deninet,PeeringDB,2024-05-23
198383,SkyInfo Networks,PeeringDB,2024-05-23
48559,Infomex,PeeringDB,2024-05-23
50343,New Work SE,PeeringDB,2024-05-23
50343,Social Business Network,PeeringDB,2024-05-23
39671,Stonehage Fleming,PeeringDB,2024-05-23
39671,Stonehage,PeeringDB,2024-05-23
57966,INTRATEL,PeeringDB,2024-05-23
57967,Bonahl Consulting,PeeringDB,2024-05-23
57967,BAHL,PeeringDB,2024-05-23
209815,ALTAREA MANAGEMENT,PeeringDB,2024-05-23
209815,ALTAREA COGEDIM PROMOTEUR,PeeringDB,2024-05-23
58291,ColoCenter,PeeringDB,2024-05-23
8926,Moldtelecom,PeeringDB,2024-05-23
33760,UwUnet,PeeringDB,2024-05-23
8922,T.net,PeeringDB,2024-05-23
33764,AFRINIC,PeeringDB,2024-05-23
33764,African Network Information Centre,PeeringDB,2024-05-23
271232,Saphir,PeeringDB,2024-05-23
58299,Openfactory GmbH,PeeringDB,2024-05-23
18526,DDPS Networks,PeeringDB,2024-05-23
18526,DDPS,PeeringDB,2024-05-23
11878,TZULO,PeeringDB,2024-05-23
11878,tzulo,PeeringDB,2024-05-23
35990,Citizen Support AS35990,PeeringDB,2024-05-23
399587,Soraxus Networks,PeeringDB,2024-05-23
399587,Soraxus,PeeringDB,2024-05-23
198477,TI Sparkle Greece,PeeringDB,2024-05-23
8928,GTT Communications (AS8928),PeeringDB,2024-05-23
8928,8928 (former Interoute),PeeringDB,2024-05-23
8928,3291 (former PSINet),PeeringDB,2024-05-23
8928,5669 (former VIA Networks) and 50173 (Vtesse Networks),PeeringDB,2024-05-23
267613,ELETRONET,PeeringDB,2024-05-23
30581,Sunoaki Network - AS30581,PeeringDB,2024-05-23
30581,AS30581,PeeringDB,2024-05-23
264009,TBONET SERVICOS DE INFORMATICA E COMUNICACOES,PeeringDB,2024-05-23
264009,TboNet - Tudo ao seu Alcance!,PeeringDB,2024-05-23
267251,TELEFONARNET TELECOMUNICAÇÕES,PeeringDB,2024-05-23
15179,Oracle RightNow,PeeringDB,2024-05-23
264002,MVA Telecom,PeeringDB,2024-05-23
264002,MVA TELECOM,PeeringDB,2024-05-23
133685,SDN TELECOM,PeeringDB,2024-05-23
133685,FiberX Networks Pvt Ltd,PeeringDB,2024-05-23
30236,Cronomagic Canada Inc,PeeringDB,2024-05-23
30236,cronomagic,PeeringDB,2024-05-23
30236,gemstelecom,PeeringDB,2024-05-23
264006,FIBERLINK PROVEDORES DE VOZ SOBRE PROTOCOLO INTERN,PeeringDB,2024-05-23
264006,Fiberlink - Internet Rapida,PeeringDB,2024-05-23
3384,CELT,PeeringDB,2024-05-23
3384,Integrity,PeeringDB,2024-05-23
264005,RocketNET Serv Com Multimidia,PeeringDB,2024-05-23
264005,RocketNET,PeeringDB,2024-05-23
29182,JSC IOT,PeeringDB,2024-05-23
29182,JSC «IOT»,PeeringDB,2024-05-23
138181,HEXHU,PeeringDB,2024-05-23
7106,Independents Fiber Network,PeeringDB,2024-05-23
7106,IFN,PeeringDB,2024-05-23
7106,Bright.net,PeeringDB,2024-05-23
20080,AMPATH,PeeringDB,2024-05-23
20080,FIU-CIARA,PeeringDB,2024-05-23
39513,ONECOM,PeeringDB,2024-05-23
28037,Alpha 2000 Soluciones Infomaticas,PeeringDB,2024-05-23
28037,Alpha 2000,PeeringDB,2024-05-23
49924,Netfree,PeeringDB,2024-05-23
197036,IPLine,PeeringDB,2024-05-23
207550,Trond Arne Runde,PeeringDB,2024-05-23
207550,trrunde,PeeringDB,2024-05-23
31725,ISP Shtorm LTD,PeeringDB,2024-05-23
31725,Shtorm ISP,PeeringDB,2024-05-23
31726,Telefiber,PeeringDB,2024-05-23
31726,ATB-NETT,PeeringDB,2024-05-23
31727,Node4 Ltd,PeeringDB,2024-05-23
1680,Cellcom Israel,PeeringDB,2024-05-23
1680,013Netvision,PeeringDB,2024-05-23
149509,Xfiniti,PeeringDB,2024-05-23
149509,Xfiniti Internet Communication Services,PeeringDB,2024-05-23
149506,YousaFan,PeeringDB,2024-05-23
18787,DH Business Services LLC,PeeringDB,2024-05-23
27960,Coop. de Obras y Serv. Púb. Ltda. de Río Tercero,PeeringDB,2024-05-23
27960,RioTel - Coop de Río Tercero,PeeringDB,2024-05-23
131966,I-NET,PeeringDB,2024-05-23
131966,INET,PeeringDB,2024-05-23
131965,XSERVER,PeeringDB,2024-05-23
131963,MC-Digital Realty (MCDR) Osaka,PeeringDB,2024-05-23
272220,Prefeitura Municipal de Brusque,PeeringDB,2024-05-23
272220,Prefeitura de Brusque,PeeringDB,2024-05-23
202120,Comsave BV,PeeringDB,2024-05-23
202120,Comsave,PeeringDB,2024-05-23
209838,Hello World Ltd,PeeringDB,2024-05-23
209835,Avanza Fibra,PeeringDB,2024-05-23
271668,RedeSub Internet de Fibra,PeeringDB,2024-05-23
209833,Aroga GmbH,PeeringDB,2024-05-23
209833,as209833.ch,PeeringDB,2024-05-23
28054,ISC F-ROOT SXM1,PeeringDB,2024-05-23
267733,Smartnet Network,PeeringDB,2024-05-23
267733,Smartnet Telecom,PeeringDB,2024-05-23
14773,Lancaster-Lebanon IU13 WAN,PeeringDB,2024-05-23
14773,IU13,PeeringDB,2024-05-23
212655,You,PeeringDB,2024-05-23
212655,YouFibre,PeeringDB,2024-05-23
24255,"Tannan CATV, Inc.",PeeringDB,2024-05-23
24255,nextr,PeeringDB,2024-05-23
24252,G-DNS-JP,PeeringDB,2024-05-23
58438,ApnaTeleLink,PeeringDB,2024-05-23
151650,SWITCH FIBER,PeeringDB,2024-05-23
399082,Mosier WiNet LLC,PeeringDB,2024-05-23
150790,Nu Internet (Private) Limited,PeeringDB,2024-05-23
150790,Nu Internet  Rana Shuja Goshi,PeeringDB,2024-05-23
139967,Yasmin Amanah Media,PeeringDB,2024-05-23
139967,YAMNET,PeeringDB,2024-05-23
150959,RadbooX,PeeringDB,2024-05-23
207574,MikeNetworks LTD,PeeringDB,2024-05-23
28580,FasterNet,PeeringDB,2024-05-23
28580,Cilnet Comunicacao e Informatica,PeeringDB,2024-05-23
47927,Wifiweb srl,PeeringDB,2024-05-23
28584,DSI Internet,PeeringDB,2024-05-23
47924,Norbert Miczuga,PeeringDB,2024-05-23
47924,AS47924,PeeringDB,2024-05-23
268563,LIGNET SERVICOS DE COMUNICACAO MULTIMIDIA,PeeringDB,2024-05-23
268563,LIGNET,PeeringDB,2024-05-23
138502,Xtnda,PeeringDB,2024-05-23
138502,XTNDA,PeeringDB,2024-05-23
135375,Today Communication,PeeringDB,2024-05-23
135375,Today Communication Co.,PeeringDB,2024-05-23
135375,Ltd,PeeringDB,2024-05-23
198150,SIACOM,PeeringDB,2024-05-23
135073,Ronin Servers Pty Ltd,PeeringDB,2024-05-23
135073,Ronin Servers,PeeringDB,2024-05-23
24785,Joint Transit,PeeringDB,2024-05-23
327932,CONNECTIS-DATA ANGOLA,PeeringDB,2024-05-23
211548,ECCN,PeeringDB,2024-05-23
395853,NYCMesh,PeeringDB,2024-05-23
327936,Kibo Connect,PeeringDB,2024-05-23
327936,Kibo,PeeringDB,2024-05-23
29030,Telekabel AD,PeeringDB,2024-05-23
13926,Netprotect PHX,PeeringDB,2024-05-23
327939,Clarotech Consulting (Pty) Ltd,PeeringDB,2024-05-23
327939,Logicalis,PeeringDB,2024-05-23
13925,Null Route Networks,PeeringDB,2024-05-23
399888,WireCat,PeeringDB,2024-05-23
210321,Operadors Quilometre Zero,PeeringDB,2024-05-23
210321,operadors.cat,PeeringDB,2024-05-23
28634,Life Tecnologia,PeeringDB,2024-05-23
28634,Life Fibra,PeeringDB,2024-05-23
210322,Vitec MV,PeeringDB,2024-05-23
28636,CDI Telecom,PeeringDB,2024-05-23
55697,Universitas Sumatera Utara,PeeringDB,2024-05-23
55697,USU,PeeringDB,2024-05-23
28638,CENTRO OESTE TELECOM EIRELI,PeeringDB,2024-05-23
28638,Centro Oeste Telecom,PeeringDB,2024-05-23
28639,Ropke & Kruger LTDA,PeeringDB,2024-05-23
28639,LocalNet Internet,PeeringDB,2024-05-23
268568,ImplantarTelecomNet,PeeringDB,2024-05-23
268568,IMPLANTAR TELECOM,PeeringDB,2024-05-23
394102,NetFire,PeeringDB,2024-05-23
38209,Camintel,PeeringDB,2024-05-23
38209,CaminTel,PeeringDB,2024-05-23
209506,CushNet,PeeringDB,2024-05-23
394109,CFH CABLE INC,PeeringDB,2024-05-23
394109,CFH,PeeringDB,2024-05-23
208875,iNTEQ Informationstechnik GmbH,PeeringDB,2024-05-23
207314,CHIU NGAI MAN,PeeringDB,2024-05-23
207317,TailorsCloud,PeeringDB,2024-05-23
262698,MKM Internet Solution Provider,PeeringDB,2024-05-23
262698,MKM Internet,PeeringDB,2024-05-23
400328,INTELLIGENCE-HOSTING-LLC,PeeringDB,2024-05-23
50581,UTG,PeeringDB,2024-05-23
50580,Mario Networks Limited,PeeringDB,2024-05-23
35600,Vedege,PeeringDB,2024-05-23
211547,Cedgetec,PeeringDB,2024-05-23
397156,RuralBand/PGEC,PeeringDB,2024-05-23
397156,Prince George Electric CoOp,PeeringDB,2024-05-23
43359,Tarhely.Eu,PeeringDB,2024-05-23
269159,José Williams da Silva Santos - ME,PeeringDB,2024-05-23
269159,Inet Telecom,PeeringDB,2024-05-23
43350,NFOrce Internet Services :: 43350,PeeringDB,2024-05-23
43350,NFORCE,PeeringDB,2024-05-23
32872,Difficult Computing,PeeringDB,2024-05-23
51367,UA OPTOLAN,PeeringDB,2024-05-23
51367,OptoLAN,PeeringDB,2024-05-23
269488,RRLINK TELECOM,PeeringDB,2024-05-23
12824,home.pl S.A.,PeeringDB,2024-05-23
267619,AGRESTE TELECOMUNICAÇÕES,PeeringDB,2024-05-23
267619,Agreste Telecom,PeeringDB,2024-05-23
398358,ICYNET,PeeringDB,2024-05-23
150308,City-DotNet,PeeringDB,2024-05-23
150308,CityDotNet,PeeringDB,2024-05-23
61729,CB NET TELECOM,PeeringDB,2024-05-23
22363,"Powerhouse Management, Inc.",PeeringDB,2024-05-23
61056,Multi-Net Infrastruktura,PeeringDB,2024-05-23
61056,Multimedial Marcin Gawlas,PeeringDB,2024-05-23
398351,May Mobility,PeeringDB,2024-05-23
398351,May Mobility Japan 合同会社,PeeringDB,2024-05-23
61053,Esnet,PeeringDB,2024-05-23
61053,VPSNET,PeeringDB,2024-05-23
61722,Flacknet Telecom,PeeringDB,2024-05-23
215993,ALAN-NETWORK,PeeringDB,2024-05-23
61461,Airtek Solutions,PeeringDB,2024-05-23
61461,Airtek Internet,PeeringDB,2024-05-23
25328,HEP-TELEKOMUNIKACIJE,PeeringDB,2024-05-23
397373,H4Y Technologies LLC,PeeringDB,2024-05-23
397373,iWebFusion,PeeringDB,2024-05-23
60890,CentralNic Anycast B,PeeringDB,2024-05-23
60890,Centralnic key-systems rrproxy Centralnicgroup,PeeringDB,2024-05-23
215443,Eduard Ilin,PeeringDB,2024-05-23
47764,Mail.Ru Group,PeeringDB,2024-05-23
47764,VK,PeeringDB,2024-05-23
23947,Moratel International - Global,PeeringDB,2024-05-23
23947,Moratelindo,PeeringDB,2024-05-23
266186,Eleandro Luiz Sampaio,PeeringDB,2024-05-23
266181,GOLDEN LINK,PeeringDB,2024-05-23
266181,GLINK,PeeringDB,2024-05-23
262403,NetWay Telecom,PeeringDB,2024-05-23
23419,Broad-Connect Telecom,PeeringDB,2024-05-23
23419,BroadConnect,PeeringDB,2024-05-23
54415,WIZ,PeeringDB,2024-05-23
6649,Hyak,PeeringDB,2024-05-23
27257,Webair,PeeringDB,2024-05-23
27257,Webair Internet Development Inc.,PeeringDB,2024-05-23
205036,IPv6.edu.pl: BGP Research Network,PeeringDB,2024-05-23
205036,IPv6.edu.pl NETWORK,PeeringDB,2024-05-23
33727,SUMOFIBER BOZEMAN,PeeringDB,2024-05-23
140135,Pulse Telesystems Pvt Ltd,PeeringDB,2024-05-23
140135,Beat Connect,PeeringDB,2024-05-23
140134,AJWA KAIF PVT LTD,PeeringDB,2024-05-23
140134,AKPL,PeeringDB,2024-05-23
51184,fonira Telekom,PeeringDB,2024-05-23
51184,mediainvent,PeeringDB,2024-05-23
51185,MainStreaming,PeeringDB,2024-05-23
59272,Lawang Sewu Teknologi,PeeringDB,2024-05-23
140132,Dm Lot Infotech Solutions AS140132,PeeringDB,2024-05-23
140132,DMLOT,PeeringDB,2024-05-23
213299,Discovergy,PeeringDB,2024-05-23
213295,OPENTEL,PeeringDB,2024-05-23
213293,Arif Setiawan,PeeringDB,2024-05-23
213293,ARIFNET,PeeringDB,2024-05-23
59275,Universitas Muhammadiyah Surakarta,PeeringDB,2024-05-23
265361,Doxx Telecomunicações,PeeringDB,2024-05-23
215191,StoneApp Network,PeeringDB,2024-05-23
215191,TONY-AS,PeeringDB,2024-05-23
215660,FNL - FOG NETWORKS LTD,PeeringDB,2024-05-23
54987,Actrack Solutions,PeeringDB,2024-05-23
54987,Actrack,PeeringDB,2024-05-23
215664,MULTI SERVICE,PeeringDB,2024-05-23
215664,SynthoNetwork,PeeringDB,2024-05-23
215664,SynthoHosting,PeeringDB,2024-05-23
215665,MARLONALKAN-AS,PeeringDB,2024-05-23
59278,Jaringan VNT Indonesia,PeeringDB,2024-05-23
59278,VNTNET-ID,PeeringDB,2024-05-23
19694,Vantage Health Plan,PeeringDB,2024-05-23
19694,Vantage Health,PeeringDB,2024-05-23
19693,CentriLogic US,PeeringDB,2024-05-23
266233,SPEED NET INFORMATICA,PeeringDB,2024-05-23
266233,SEED NET TELECOM,PeeringDB,2024-05-23
327950,Izwi Technology Group,PeeringDB,2024-05-23
327950,Izwi,PeeringDB,2024-05-23
54980,Redbird Communications,PeeringDB,2024-05-23
149344,Dhoho ISP,PeeringDB,2024-05-23
33725,SITCO,PeeringDB,2024-05-23
33725,SITCO Business Solutions LLC,PeeringDB,2024-05-23
205789,Allienet,PeeringDB,2024-05-23
205784,NV Telecom,PeeringDB,2024-05-23
42402,RiZNet 42402,PeeringDB,2024-05-23
42402,RiZNet,PeeringDB,2024-05-23
139504,Minet Communication,PeeringDB,2024-05-23
139504,MiNET,PeeringDB,2024-05-23
51776,Sportradar AG,PeeringDB,2024-05-23
51776,Sportradar,PeeringDB,2024-05-23
56354,IT-Invest,PeeringDB,2024-05-23
56354,IT-Invest LLC,PeeringDB,2024-05-23
52328,Cabletel SA,PeeringDB,2024-05-23
52328,GoDATA Internet,PeeringDB,2024-05-23
17336,Signal Laboratories,PeeringDB,2024-05-23
17336,Fordable Internet,PeeringDB,2024-05-23
52324,Cabase ROS RS,PeeringDB,2024-05-23
52324,Cabase Rosario Routers and Route Servers,PeeringDB,2024-05-23
52323,Colsecor Cooperativa Limitada,PeeringDB,2024-05-23
52323,COLSECOR,PeeringDB,2024-05-23
52322,TELCOCOM,PeeringDB,2024-05-23
52320,Vtal 52320,PeeringDB,2024-05-23
52320,GlobeNet,PeeringDB,2024-05-23
52320,Vtal,PeeringDB,2024-05-23
9132,Broadnet-Mediascape,PeeringDB,2024-05-23
9132,BMCAG,PeeringDB,2024-05-23
396356,Latitude.sh AS396356,PeeringDB,2024-05-23
396356,Latitude.sh,PeeringDB,2024-05-23
59624,KIAE/GRID,PeeringDB,2024-05-23
59624,KIAE,PeeringDB,2024-05-23
7922,Comcast,PeeringDB,2024-05-23
7922,Comcast Backbone - 7922,PeeringDB,2024-05-23
9136,WOBCOM,PeeringDB,2024-05-23
9136,Wobline,PeeringDB,2024-05-23
9136,AS9136,PeeringDB,2024-05-23
57555,Community-IX Route Servers,PeeringDB,2024-05-23
207880,LittleFox,PeeringDB,2024-05-23
10310,Yahoo!,PeeringDB,2024-05-23
10310,Oath,PeeringDB,2024-05-23
10310,Verizon Media,PeeringDB,2024-05-23
203391,ClouDNS,PeeringDB,2024-05-23
53054,STETNET INFORMATICA LTDA.,PeeringDB,2024-05-23
53054,Webby Internet,PeeringDB,2024-05-23
53052,MULTIVELOX,PeeringDB,2024-05-23
53052,Multimidia tv a cabo,PeeringDB,2024-05-23
39862,DIGICOM,PeeringDB,2024-05-23
39862,Digital Communications PE,PeeringDB,2024-05-23
39861,Comunicatii Starnet Media,PeeringDB,2024-05-23
39861,SC StarnetMedia SRL,PeeringDB,2024-05-23
269402,WaveTech Telecom,PeeringDB,2024-05-23
269402,WaveTech,PeeringDB,2024-05-23
269409,Rio Online Telecomunicações e Informática Ltda Me,PeeringDB,2024-05-23
269409,Rio Online Telecomunicações,PeeringDB,2024-05-23
61949,FACILITI TELECOM,PeeringDB,2024-05-23
61949,FACILITI,PeeringDB,2024-05-23
27318,ISC F-ROOT LAX1,PeeringDB,2024-05-23
26753,In2net Network,PeeringDB,2024-05-23
40880,NAICOM CORPORATION,PeeringDB,2024-05-23
40880,NAICOM,PeeringDB,2024-05-23
61941,Enove Internet,PeeringDB,2024-05-23
61940,Patrimônio Monitoramento Eletrônico,PeeringDB,2024-05-23
61940,Patrimonial Telecom,PeeringDB,2024-05-23
6295,"Lunavi, Inc.",PeeringDB,2024-05-23
6295,Green House Data,PeeringDB,2024-05-23
6295,INC,PeeringDB,2024-05-23
61942,TurboNet Telecom,PeeringDB,2024-05-23
147131,Global Sarana Elektronika,PeeringDB,2024-05-23
147131,G-FIBER,PeeringDB,2024-05-23
204782,MATCOM,PeeringDB,2024-05-23
270320,X-NET FIBRA,PeeringDB,2024-05-23
270320,X-NET BANDALARGA,PeeringDB,2024-05-23
52183,BitHawk,PeeringDB,2024-05-23
204789,WHITE LABEL IT SOLUTIONS,PeeringDB,2024-05-23
20804,EXATEL SA,PeeringDB,2024-05-23
141514,Sancfil Technologies Internet Services,PeeringDB,2024-05-23
141514,Infocus Networks Pvt Ltd,PeeringDB,2024-05-23
393618,Vision Concept Technology,PeeringDB,2024-05-23
393618,VCT,PeeringDB,2024-05-23
271322,WEEX TELECOM,PeeringDB,2024-05-23
271327,BEM MAIS SERVIÇOS DE TELECOMUNICAÇÕES,PeeringDB,2024-05-23
271327,BEM MAIS,PeeringDB,2024-05-23
196968,Ilm-Provider,PeeringDB,2024-05-23
196968,ILM-PROVIDER,PeeringDB,2024-05-23
271328,TURBO NET,PeeringDB,2024-05-23
147132,PT Mafianet Akses Media,PeeringDB,2024-05-23
147132,Mafianet,PeeringDB,2024-05-23
53274,Skyrunner,PeeringDB,2024-05-23
149752,NEMA,PeeringDB,2024-05-23
37473,Telesom,PeeringDB,2024-05-23
37473,AS37473,PeeringDB,2024-05-23
200443,ALTINSOFT,PeeringDB,2024-05-23
37474,JINX Operations/Route Collector,PeeringDB,2024-05-23
37474,JINX,PeeringDB,2024-05-23
200449,QRATOR-NET,PeeringDB,2024-05-23
49242,Internet Union Spolka Akcyjna,PeeringDB,2024-05-23
49242,Internet Union SA,PeeringDB,2024-05-23
49711,FLYNET !,PeeringDB,2024-05-23
138107,PT Virtual Data Centra Indonesia,PeeringDB,2024-05-23
138107,VDCI,PeeringDB,2024-05-23
138106,Lintas Telematika Nusantara,PeeringDB,2024-05-23
138106,LTN,PeeringDB,2024-05-23
211633,Keepit DE-FR,PeeringDB,2024-05-23
22958,Fidelity Voice & Data,PeeringDB,2024-05-23
22958,Fidelity Access Networks,PeeringDB,2024-05-23
22958,Fidelity Voice,PeeringDB,2024-05-23
56972,ISP AXON,PeeringDB,2024-05-23
138102,Baraya,PeeringDB,2024-05-23
138102,BARAYATEL,PeeringDB,2024-05-23
56971,CloudBackbone,PeeringDB,2024-05-23
211638,Dragon Networks,PeeringDB,2024-05-23
141778,Dream Internet Services,PeeringDB,2024-05-23
141778,DREAM INTERNET SERVICES,PeeringDB,2024-05-23
199713,MLL Telecom,PeeringDB,2024-05-23
199244,Altus IT,PeeringDB,2024-05-23
199244,Altus informacijske tehnologije d.o.o.,PeeringDB,2024-05-23
203069,Thomas Riley Brown,PeeringDB,2024-05-23
199246,TopHost,PeeringDB,2024-05-23
199246,Top.Host,PeeringDB,2024-05-23
199714,Oliver Herms,PeeringDB,2024-05-23
4844,SuperInternet ACCESS Pte Ltd,PeeringDB,2024-05-23
4844,SuperInternet,PeeringDB,2024-05-23
203062,Alexandre Roux,PeeringDB,2024-05-23
199248,NUMLOG,PeeringDB,2024-05-23
4842,Tianhai Global Network,PeeringDB,2024-05-23
4842,THGN,PeeringDB,2024-05-23
265276,SPEED_MAAX BANDA LARGA,PeeringDB,2024-05-23
265276,SPEED MAAX,PeeringDB,2024-05-23
265277,Connect Serviços de Comunicações Ltda,PeeringDB,2024-05-23
265277,Connect Telecom,PeeringDB,2024-05-23
265274,FIXA TELECOM,PeeringDB,2024-05-23
265274,FIXA,PeeringDB,2024-05-23
271498,Zen Internet e Telecomunicação,PeeringDB,2024-05-23
271498,Zen Telecom,PeeringDB,2024-05-23
265272,JUNIORNET SERVICO DE COMUNICACAO,PeeringDB,2024-05-23
