ASN,LATITUDE,LONGITUDE,SOURCE,VALIDATED,STANDARD_LATITUDE,STANDARD_LONGITUDE,STANDARD_CITY,STANDARD_STATE,STANDARD_COUNTRY,PHYSICAL_PRESENCE,ASOF_DATE
16097,51.3415,12.3705,RIPEAtlas,,51.3354052929,12.4099812405,Leipzig,Sachsen,DE,False,2024-05-24
210752,50.1195,8.6805,RIPEAtlas,,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,False,2024-05-24
137074,7.1915,125.4605,RIPEAtlas,,7.11001690564,125.629995482,Davao,Davao Del Sur,PH,False,2024-05-24
15366,52.5375,13.3915,RIPEAtlas,,52.5218186636,13.4015486233,Berlin,Berlin,DE,False,2024-05-24
135738,20.5915,78.9615,RIPEAtlas,,21.1699597361,79.0899938547,Nagpur,Maharashtra,IN,False,2024-05-24
3209,52.4175,13.4015,RIPEAtlas,,52.5218186636,13.4015486233,Berlin,Berlin,DE,False,2024-05-24
7922,42.1085,-87.7385,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2024-05-24
7713,-6.9805,108.4815,RIPEAtlas,,-6.73329832065,108.566644245,Cirebon,Jawa Barat,ID,False,2024-05-24
9534,4.6505,101.0615,RIPEAtlas,,4.59998923636,101.064983275,Ipoh,Perak,MY,False,2024-05-24
57633,43.9315,2.1515,RIPEAtlas,,43.6199589224,1.44992671571,Toulouse,Midi-Pyrénées,FR,False,2024-05-24
12322,48.7975,2.5075,RIPEAtlas,,48.8666929312,2.33333532574,Paris,Île-de-France,FR,False,2024-05-24
3320,49.1485,10.7975,RIPEAtlas,,49.4700152782,10.9999897854,Fürth,Bayern,DE,False,2024-05-24
12414,52.539,5.7022,RIPEAtlas,,52.5240000889,6.09699652852,Zwolle,Overijssel,NL,False,2024-05-24
51430,52.5347,5.7218,RIPEAtlas,,52.5240000889,6.09699652852,Zwolle,Overijssel,NL,False,2024-05-24
51430,52.5439,5.7054,RIPEAtlas,,52.5240000889,6.09699652852,Zwolle,Overijssel,NL,False,2024-05-24
58057,52.5437,5.7052,RIPEAtlas,,52.5240000889,6.09699652852,Zwolle,Overijssel,NL,False,2024-05-24
12859,52.0276,5.6245,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
12859,52.0255,5.6249,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
12859,52.0275,5.6243,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
200995,52.0274,5.6243,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
15169,53.4386,6.8355,RIPEAtlas,,53.2204065136,6.58000117862,Groningen,Groningen,NL,False,2024-05-24
1133,52.2392,6.8575,RIPEAtlas,,51.4499977815,7.01661535506,Essen,Nordrhein-Westfalen,DE,False,2024-05-24
42093,52.2203,6.8643,RIPEAtlas,,51.4499977815,7.01661535506,Essen,Nordrhein-Westfalen,DE,False,2024-05-24
201682,52.3912,4.6654,RIPEAtlas,,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,False,2024-05-24
60781,52.3874,4.6462,RIPEAtlas,,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,False,2024-05-24
60781,52.3918,4.6651,RIPEAtlas,,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,False,2024-05-24
60781,52.3925,4.6637,RIPEAtlas,,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,False,2024-05-24
1103,52.1094,4.3274,RIPEAtlas,,52.080036844,4.26996130231,The Hague,Zuid-Holland,NL,False,2024-05-24
39521,52.2904,4.6867,RIPEAtlas,,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,False,2024-05-24
42707,51.4775,5.6209,RIPEAtlas,,51.429973164,5.50001542016,Eindhoven,Noord-Brabant,NL,False,2024-05-24
34612,52.3569,5.6379,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
34612,52.3619,5.6407,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
43350,51.91,4.5436,RIPEAtlas,,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,False,2024-05-24
24586,51.9203,4.4747,RIPEAtlas,,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,False,2024-05-24
24586,51.9203,4.4735,RIPEAtlas,,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,False,2024-05-24
208725,51.5875,4.3051,RIPEAtlas,,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,False,2024-05-24
1103,52.0907,5.1214,RIPEAtlas,,52.1003456819,5.12003861351,Utrecht,Utrecht,NL,False,2024-05-24
200232,52.0941,5.013,RIPEAtlas,,52.1003456819,5.12003861351,Utrecht,Utrecht,NL,False,2024-05-24
49784,53.1063,6.8751,RIPEAtlas,,53.2204065136,6.58000117862,Groningen,Groningen,NL,False,2024-05-24
208751,53.1671,6.8649,RIPEAtlas,,53.2204065136,6.58000117862,Groningen,Groningen,NL,False,2024-05-24
29695,67.2756,14.459,RIPEAtlas,,67.2467722687,14.3990113234,Bodø,Nordland,NO,False,2024-05-24
35132,61.4536,5.8497,RIPEAtlas,,60.6300031648,6.44100346283,Vossavangen,Hordaland,NO,False,2024-05-24
207788,59.9158,10.7415,RIPEAtlas,,59.9166902864,10.749979206,Oslo,Oslo,NO,False,2024-05-24
39029,59.9139,10.7522,RIPEAtlas,,59.9166902864,10.749979206,Oslo,Oslo,NO,False,2024-05-24
39029,59.9363,10.8327,RIPEAtlas,,59.9166902864,10.749979206,Oslo,Oslo,NO,False,2024-05-24
57963,59.9375,10.8328,RIPEAtlas,,59.9166902864,10.749979206,Oslo,Oslo,NO,False,2024-05-24
49271,63.4615,10.9752,RIPEAtlas,,63.4166575309,10.4166662177,Trondheim,Sør-Trøndelag,NO,False,2024-05-24
23752,27.431,85.03,RIPEAtlas,,27.4166843862,85.033352009,Hetauda,Narayani,NP,False,2024-05-24
45170,27.7086,85.3219,RIPEAtlas,,27.7166919139,85.3166422108,Kathmandu,Bhaktapur,NP,False,2024-05-24
45170,27.709,85.3194,RIPEAtlas,,27.7166919139,85.3166422108,Kathmandu,Bhaktapur,NP,False,2024-05-24
133075,-36.8493,174.7655,RIPEAtlas,,-36.8480548949,174.763026987,Auckland,Auckland,NZ,False,2024-05-24
138398,-36.8493,174.7654,RIPEAtlas,,-36.8480548949,174.763026987,Auckland,Auckland,NZ,False,2024-05-24
38064,-36.8485,174.7633,RIPEAtlas,,-36.8480548949,174.763026987,Auckland,Auckland,NZ,False,2024-05-24
38064,-36.8493,174.7655,RIPEAtlas,,-36.8480548949,174.763026987,Auckland,Auckland,NZ,False,2024-05-24
61138,-36.8639,174.7645,RIPEAtlas,,-36.8480548949,174.763026987,Auckland,Auckland,NZ,False,2024-05-24
61138,-36.8641,174.7646,RIPEAtlas,,-36.8480548949,174.763026987,Auckland,Auckland,NZ,False,2024-05-24
681,-37.789,175.3176,RIPEAtlas,,-37.7782693591,175.289578074,Hamilton,Waikato,NZ,False,2024-05-24
17746,-36.7953,174.7464,RIPEAtlas,,-36.7912684569,174.77583875,North Shore,Auckland,NZ,False,2024-05-24
24324,-41.2924,174.7787,RIPEAtlas,,-41.2999878537,174.783265859,Wellington,Manawatu-Wanganui,NZ,False,2024-05-24
9834,-41.2865,174.7762,RIPEAtlas,,-41.2999878537,174.783265859,Wellington,Manawatu-Wanganui,NZ,False,2024-05-24
206350,23.5673,58.1692,RIPEAtlas,,23.6802457875,58.1825361723,As Sib,Muscat,OM,False,2024-05-24
272037,8.9836,-79.5217,RIPEAtlas,,8.96801719048,-79.5330371518,Panama City,Panama,PA,False,2024-05-24
27796,8.981,-79.5101,RIPEAtlas,,8.96801719048,-79.5330371518,Panama City,Panama,PA,False,2024-05-24
52336,8.9871,-79.5152,RIPEAtlas,,8.96801719048,-79.5330371518,Panama City,Panama,PA,False,2024-05-24
263189,-16.4168,-71.5427,RIPEAtlas,,-16.4199938773,-71.5300114356,Arequipa,Arequipa,PE,False,2024-05-24
27843,-12.0894,-77.0113,RIPEAtlas,,-12.0480126761,-77.0500620948,Lima,Lima,PE,False,2024-05-24
64116,-12.0464,-77.0428,RIPEAtlas,,-12.0480126761,-77.0500620948,Lima,Lima,PE,False,2024-05-24
7195,-12.0464,-77.0428,RIPEAtlas,,-12.0480126761,-77.0500620948,Lima,Lima,PE,False,2024-05-24
17828,-9.478,147.1507,RIPEAtlas,,-9.46470782587,147.192503621,Port Moresby,Central,PG,False,2024-05-24
17828,-6.315,143.9555,RIPEAtlas,,-6.14439369825,143.645226602,Mendi,Southern Highlands,PG,False,2024-05-24
135132,10.3175,123.9073,RIPEAtlas,,10.3199760121,123.900075235,Cebu,Cebu,PH,False,2024-05-24
3491,14.5568,121.0212,RIPEAtlas,,14.5504413035,120.999993855,Pasay City,Metropolitan Manila,PH,False,2024-05-24
23944,14.5996,121.037,RIPEAtlas,,14.6504351999,121.029966186,Quezon City,Metropolitan Manila,PH,False,2024-05-24
9821,14.6476,121.0665,RIPEAtlas,,14.6504351999,121.029966186,Quezon City,Metropolitan Manila,PH,False,2024-05-24
7590,33.7294,73.0931,RIPEAtlas,,33.6999959503,73.1666344797,Islamabad,F.C.T.,PK,False,2024-05-24
41931,53.1295,23.0942,RIPEAtlas,,53.1503591096,23.1699962959,Białystok,Podlachian,PL,False,2024-05-24
206186,50.2536,19.003,RIPEAtlas,,50.2603804719,19.0200170478,Katowice,Silesian,PL,False,2024-05-24
35277,50.2538,19.0022,RIPEAtlas,,50.2603804719,19.0200170478,Katowice,Silesian,PL,False,2024-05-24
24577,51.2134,17.3899,RIPEAtlas,,51.1104319449,17.0300093167,Wrocław,Lower Silesian,PL,False,2024-05-24
16276,52.2078,20.8081,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
9112,52.4064,16.9252,RIPEAtlas,,52.4057533967,16.8999397366,Poznań,Greater Poland,PL,False,2024-05-24
28785,53.4985,14.5927,RIPEAtlas,,53.4203943065,14.5300068753,Szczecin,West Pomeranian,PL,False,2024-05-24
50599,52.9893,18.6661,RIPEAtlas,,52.7799424429,18.2499865302,Inowrocław,Kuyavian-Pomeranian,PL,False,2024-05-24
12008,52.1534,21.0024,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
12876,52.1548,21.0024,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
204880,52.2411,20.9849,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
20555,52.2459,20.9403,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
48707,52.2277,21.0043,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
199524,52.2277,21.0042,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
8308,52.1313,21.0657,RIPEAtlas,,52.2500006298,20.9999995511,Warsaw,Masovian,PL,False,2024-05-24
211772,38.6608,-9.0791,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
199993,38.7223,-9.1393,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
37468,38.7879,-9.1235,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
39384,38.7223,-9.1393,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
47787,38.7476,-9.0985,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
62416,38.7879,-9.1236,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
27733,-25.3358,-57.5228,RIPEAtlas,,-25.3400178845,-57.5200397152,San Lorenzo,Asunción,PY,False,2024-05-24
266858,-25.7761,-56.4496,RIPEAtlas,,-25.7500186983,-56.4333101823,Villarrica,Guairá,PY,False,2024-05-24
8781,25.2803,51.5225,RIPEAtlas,,25.2865560089,51.5329678943,Doha,Ad Dawhah,QA,False,2024-05-24
2470,-20.9017,55.4852,RIPEAtlas,,-20.8788948376,55.4480777576,St.-Denis,La Réunion,RE,False,2024-05-24
197357,44.4781,26.0723,RIPEAtlas,,44.4333718049,26.099946654,Bucharest,Bucharest,RO,False,2024-05-24
39107,44.4817,26.1206,RIPEAtlas,,44.4333718049,26.099946654,Bucharest,Bucharest,RO,False,2024-05-24
41494,44.4817,26.1206,RIPEAtlas,,44.4333718049,26.099946654,Bucharest,Bucharest,RO,False,2024-05-24
48112,44.4208,26.1025,RIPEAtlas,,44.4333718049,26.099946654,Bucharest,Bucharest,RO,False,2024-05-24
52023,44.4268,26.1025,RIPEAtlas,,44.4333718049,26.099946654,Bucharest,Bucharest,RO,False,2024-05-24
44024,44.6369,22.6597,RIPEAtlas,,44.6458911327,22.6658926989,Drobeta-Turnu Severin,Mehedinti,RO,False,2024-05-24
60149,47.1568,27.5891,RIPEAtlas,,47.1683469839,27.5749470609,Iași,Iasi,RO,False,2024-05-24
39815,45.7983,24.1256,RIPEAtlas,,45.7971128531,24.1371207262,Sibiu,Sibiu,RO,False,2024-05-24
60149,45.7654,21.2314,RIPEAtlas,,45.7588206167,21.2234484443,Timișoara,Timis,RO,False,2024-05-24
13004,44.8076,20.4625,RIPEAtlas,,44.8186454458,20.4679906806,Belgrade,Grad Beograd,RS,False,2024-05-24
13004,44.7606,20.4929,RIPEAtlas,,44.8186454458,20.4679906806,Belgrade,Grad Beograd,RS,False,2024-05-24
207604,44.8113,20.3987,RIPEAtlas,,44.8186454458,20.4679906806,Belgrade,Grad Beograd,RS,False,2024-05-24
139049,-33.8605,151.2175,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2024-05-24
56262,16.0505,120.3375,RIPEAtlas,,16.0478951202,120.340809285,Dagupan,Pangasinan,PH,False,2024-05-24
3215,49.5315,0.8675,RIPEAtlas,,49.4304052929,1.07997513694,Rouen,Haute-Normandie,FR,False,2024-05-24
2027,49.3875,5.9885,RIPEAtlas,,49.6116603791,6.13000280623,Luxembourg,Luxembourg,LU,False,2024-05-24
327750,-26.5025,31.2485,RIPEAtlas,,-26.4666674614,31.1999971097,Lobamba,Manzini,SZ,False,2024-05-24
31122,53.6095,-6.2115,RIPEAtlas,,53.7192649527,-6.34776269675,Drogheda,Louth,IE,False,2024-05-24
211147,41.3315,19.8185,RIPEAtlas,,41.3275407095,19.8188830146,Tirana,Durrës,AL,False,2024-05-24
271916,18.2805,-70.3315,RIPEAtlas,,18.2799989978,-70.3310034658,Baní,Peravia,DO,False,2024-05-24
3320,53.5915,9.7085,RIPEAtlas,,53.5500246369,9.99999914413,Hamburg,Hamburg,DE,False,2024-05-24
1136,51.6985,5.2995,RIPEAtlas,,51.6833371427,5.31666048481,''s-Hertogenbosch,Noord-Brabant,NL,False,2024-05-24
5650,32.9585,-96.5705,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2024-05-24
203953,55.3995,10.3995,RIPEAtlas,,55.4003768098,10.3833349189,Odense,Syddanmark,DK,False,2024-05-24
327822,-32.3525,22.5795,RIPEAtlas,,-32.3496158663,22.5699812405,Beaufort West,Western Cape,ZA,False,2024-05-24
44407,49.4385,1.0995,RIPEAtlas,,49.4304052929,1.07997513694,Rouen,Haute-Normandie,FR,False,2024-05-24
22709,36.1185,-79.1605,RIPEAtlas,,35.9999589224,-78.9199996355,Durham,North Carolina,US,False,2024-05-24
20412,44.4295,-95.7805,RIPEAtlas,,45.1218827505,-95.0433048927,Willmar,Minnesota,US,False,2024-05-24
3215,46.2105,4.5395,RIPEAtlas,,46.0333258251,4.06666621768,Roanne,Rhône-Alpes,FR,False,2024-05-24
12322,46.2215,6.2995,RIPEAtlas,,46.2100075471,6.14002803409,Geneva,Genève,CH,False,2024-05-24
23969,13.7515,100.5695,RIPEAtlas,,13.7499992055,100.516644652,Bangkok,Bangkok Metropolis,TH,False,2024-05-24
6772,47.5275,7.6305,RIPEAtlas,,47.5803890168,7.59001704777,Basel,Basel-Stadt,CH,False,2024-05-24
13124,42.6985,23.3205,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2024-05-24
14754,14.0795,-87.1895,RIPEAtlas,,14.1020449005,-87.2175293393,Tegucigalpa,Francisco Morazán,HN,False,2024-05-24
49584,48.7695,2.0105,RIPEAtlas,,48.8004695832,2.13334753277,Versailles,Île-de-France,FR,False,2024-05-24
1221,-36.6485,144.3405,RIPEAtlas,,-36.7599926567,144.280019897,Bendigo,Victoria,AU,False,2024-05-24
12322,48.0195,3.1705,RIPEAtlas,,47.8004272655,3.56659338239,Auxerre,Bourgogne,FR,False,2024-05-24
9145,52.5115,8.1805,RIPEAtlas,,52.2804380484,8.0499889716,Osnabrück,Niedersachsen,DE,False,2024-05-24
33915,52.5775,6.6115,RIPEAtlas,,53.0000010924,6.55000258464,Assen,Drenthe,NL,False,2024-05-24
7018,30.2685,-97.7285,RIPEAtlas,,30.2669496857,-97.7427783628,Austin,Texas,US,False,2024-05-24
262591,-29.6105,-52.1885,RIPEAtlas,,-29.7100353813,-52.4400397152,Santa Cruz do Sul,Rio Grande do Sul,BR,False,2024-05-24
786,53.3005,-0.7485,RIPEAtlas,,52.9703442577,-1.17001672505,Nottingham,Nottingham,GB,False,2024-05-24
3352,43.5315,-5.6685,RIPEAtlas,,43.530016092,-5.67000044903,Gijón,Principado de Asturias,ES,False,2024-05-24
3549,-34.5885,-58.4685,RIPEAtlas,,-34.6025016085,-58.3975313737,Buenos Aires,Ciudad de Buenos Aires,AR,False,2024-05-24
327966,-23.9125,29.4515,RIPEAtlas,,-23.8900288708,29.4500264066,Polokwane,Limpopo,ZA,False,2024-05-24
25543,12.3695,-1.5185,RIPEAtlas,,12.3703159779,-1.5247237563,Ouagadougou,Kadiogo,BF,False,2024-05-24
3301,57.6195,11.7815,RIPEAtlas,,57.7500008333,12.0000321031,Göteborg,Västra Götaland,SE,False,2024-05-24
15557,48.9905,2.3115,RIPEAtlas,,48.8666929312,2.33333532574,Paris,Île-de-France,FR,False,2024-05-24
11138,46.8915,-100.7185,RIPEAtlas,,46.8083172802,-100.783316286,Bismarck,North Dakota,US,False,2024-05-24
7922,41.9275,-88.1925,RIPEAtlas,,42.039461079,-88.2899186622,Elgin,Illinois,US,False,2024-05-24
50261,47.6485,19.0675,RIPEAtlas,,47.5000063264,19.0833206774,Budapest,Budapest,HU,False,2024-05-24
29208,50.0685,14.4075,RIPEAtlas,,50.0833370149,14.4659797757,Prague,Prague,CZ,False,2024-05-24
7922,39.9515,-75.1725,RIPEAtlas,,39.9999731639,-75.1699959734,Philadelphia,Pennsylvania,US,False,2024-05-24
17072,20.9575,-89.6625,RIPEAtlas,,20.9666388133,-89.6166335467,Mérida,Yucatán,MX,False,2024-05-24
14593,40.8585,-102.8625,RIPEAtlas,,41.139800231,-102.978272748,Sidney,Nebraska,US,False,2024-05-24
12620,46.1675,8.7985,RIPEAtlas,,46.1970001317,9.01999860875,Bellinzona,Ticino,CH,False,2024-05-24
6798,46.6315,13.8185,RIPEAtlas,,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,False,2024-05-24
16086,60.4095,21.8995,RIPEAtlas,,60.4538668001,22.2549617093,Turku,Finland Proper,FI,False,2024-05-24
206238,51.9915,6.0195,RIPEAtlas,,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,False,2024-05-24
35485,45.1295,10.0205,RIPEAtlas,,44.8104288931,10.3200312893,Parma,Emilia-Romagna,IT,False,2024-05-24
208627,48.1305,-1.6995,RIPEAtlas,,48.1000213817,-1.67001204569,Rennes,Bretagne,FR,False,2024-05-24
6798,46.6205,14.3205,RIPEAtlas,,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,False,2024-05-24
15802,25.0895,55.1475,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2024-05-24
42387,61.7685,34.3785,RIPEAtlas,,61.8499831331,34.2800158272,Petrozavodsk,Karelia,RU,False,2024-05-24
22742,41.7695,-72.6915,RIPEAtlas,,41.770020161,-72.6799670834,Hartford,Connecticut,US,False,2024-05-24
57269,43.3605,-5.8515,RIPEAtlas,,43.3504921662,-5.8299906834,Oviedo,Principado de Asturias,ES,False,2024-05-24
6830,53.4215,-7.9215,RIPEAtlas,,53.6333333,-8.1833333,Ros Comain,Roscommon,IE,False,2024-05-24
206238,52.1815,4.4995,RIPEAtlas,,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,False,2024-05-24
51896,64.1405,-21.8985,RIPEAtlas,,64.1500236197,-21.9500144872,Reykjavík,Suðurnes,IS,False,2024-05-24
9790,-43.4885,172.6115,RIPEAtlas,,-43.5350215954,172.630023156,Christchurch,Canterbury,NZ,False,2024-05-24
204151,57.0085,10.0715,RIPEAtlas,,57.0337138053,9.91659338241,Aalborg,Nordjylland,DK,False,2024-05-24
6128,40.5405,-74.4285,RIPEAtlas,,40.7004213654,-74.1700053321,Newark,New Jersey,US,False,2024-05-24
22773,30.3605,-91.0885,RIPEAtlas,,30.4579457794,-91.1401581235,Baton Rouge,Louisiana,US,False,2024-05-24
3303,46.9875,7.4575,RIPEAtlas,,46.9166827587,7.46697546248,Bern,Bern,CH,False,2024-05-24
12322,47.2405,-1.5525,RIPEAtlas,,47.2103857616,-1.5900169285,Nantes,Pays de la Loire,FR,False,2024-05-24
13188,49.9775,36.1475,RIPEAtlas,,49.9999829296,36.250024779,Kharkiv,Kharkiv,UA,False,2024-05-24
30889,48.9075,2.3575,RIPEAtlas,,48.8666929312,2.33333532574,Paris,Île-de-France,FR,False,2024-05-24
30889,48.8685,2.2175,RIPEAtlas,,48.8004695832,2.13334753277,Versailles,Île-de-France,FR,False,2024-05-24
13037,50.9395,-1.4125,RIPEAtlas,,50.9000313508,-1.39997684875,Southampton,Southampton,GB,False,2024-05-24
3320,51.5595,9.8475,RIPEAtlas,,51.5204327587,9.92000402695,Göttingen,Niedersachsen,DE,False,2024-05-24
5607,52.7675,-0.8715,RIPEAtlas,,52.6299774364,-1.13324894348,Leicester,Leicester,GB,False,2024-05-24
56910,37.9005,23.8685,RIPEAtlas,,37.9833262319,23.7333210843,Athens,Attiki,GR,False,2024-05-24
12322,46.2305,2.2085,RIPEAtlas,,47.0837268261,2.3999979234,Bourges,Centre,FR,False,2024-05-24
701,40.7395,-74.0405,RIPEAtlas,,40.749979064,-73.9800169288,New York,New York,US,False,2024-05-24
201887,50.7975,3.2805,RIPEAtlas,,50.6499690949,3.08000809593,Lille,Nord-Pas-de-Calais,FR,False,2024-05-24
1136,52.0075,5.1705,RIPEAtlas,,52.1003456819,5.12003861351,Utrecht,Utrecht,NL,False,2024-05-24
5089,51.8215,0.1405,RIPEAtlas,,52.2003912548,0.11662308615,Cambridge,Cambridgeshire,GB,False,2024-05-24
22773,33.4705,-112.0685,RIPEAtlas,,33.5399798778,-112.069991701,Phoenix,Arizona,US,False,2024-05-24
3320,53.2475,10.4275,RIPEAtlas,,53.5500246369,9.99999914413,Hamburg,Hamburg,DE,False,2024-05-24
203817,64.1995,29.1375,RIPEAtlas,,62.5999890331,29.7666479072,Joensuu,North Karelia,FI,False,2024-05-24
12479,40.3995,-3.6925,RIPEAtlas,,40.4000262645,-3.683351686,Madrid,Comunidad de Madrid,ES,False,2024-05-24
209,45.6405,-122.5625,RIPEAtlas,,45.6303013296,-122.639992515,Vancouver,Washington,US,False,2024-05-24
6697,53.8985,27.5585,RIPEAtlas,,53.8999774364,27.5666271553,Minsk,Minsk,BY,False,2024-05-24
15557,47.3275,5.0485,RIPEAtlas,,47.3304042756,5.03001826846,Dijon,Bourgogne,FR,False,2024-05-24
16276,48.7705,2.3805,RIPEAtlas,,48.8666929312,2.33333532574,Paris,Île-de-France,FR,False,2024-05-24
60294,52.2005,9.9705,RIPEAtlas,,52.3669702343,9.71665726588,Hannover,Niedersachsen,DE,False,2024-05-24
3215,49.3215,3.1905,RIPEAtlas,,49.250390441,4.02997595075,Reims,Champagne-Ardenne,FR,False,2024-05-24
12322,47.9015,1.9105,RIPEAtlas,,47.900421162,1.90002844098,Orléans,Centre,FR,False,2024-05-24
15557,48.8585,2.3715,RIPEAtlas,,48.8666929312,2.33333532574,Paris,Île-de-France,FR,False,2024-05-24
2860,38.6775,-9.3085,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7185,-9.2485,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7095,-9.3785,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7695,-9.2985,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.8305,-9.1685,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7105,-9.3385,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7315,-9.1385,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,41.1275,-8.6025,RIPEAtlas,,41.1500063264,-8.62000126284,Porto,Porto,PT,False,2024-05-24
2860,39.0185,-8.9825,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7285,-9.1425,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7495,-9.2325,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7305,-9.1425,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,37.0215,-7.9425,RIPEAtlas,,37.0170803009,-7.93327315412,Faro,Faro,PT,False,2024-05-24
2860,41.1475,-8.5325,RIPEAtlas,,41.1500063264,-8.62000126284,Porto,Porto,PT,False,2024-05-24
2860,39.0195,-8.9825,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.6505,-9.0425,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7915,-9.1925,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.6375,-9.1415,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7305,-9.1415,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7315,-9.1415,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.8975,-9.0415,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.7275,-9.1415,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
2860,38.6885,-9.2915,RIPEAtlas,,38.7227228779,-9.14486630549,Lisbon,Lisboa,PT,False,2024-05-24
6128,40.8895,-74.6815,RIPEAtlas,,40.9199945262,-74.1700053321,Paterson,New Jersey,US,False,2024-05-24
2860,39.4005,-8.2215,RIPEAtlas,,39.2310000834,-8.68200255248,Santarém,Santarém,PT,False,2024-05-24
